投稿日,タイトル,著者,URL,タグ,分類ラベル,要約,読了時間,ソース
2018-08-19,石巻ハッカソン体験記,Ayame.O,https://medium.com/furuhashilab/%E7%9F%B3%E5%B7%BB%E3%83%8F%E3%83%83%E3%82%AB%E3%82%BD%E3%83%B3%E4%BD%93%E9%A8%93%E8%A8%98-8b062126346b,Openstreetmap,openstreetmap,一般社団法人イトナブ 石巻ハッカソンにて,4 min read,xlsx_update
2018-08-12,OSMについて熱く語ろう,Ayame.O,https://medium.com/furuhashilab/osmについて熱く語ろう-fed7fd193ecf,Openstreetmap,openstreetmap,State of the Map Japan 2018 の集合写真,6 min read,xlsx_update
2018-08-09,古橋ゼミ夏合宿in秩父,Kouki Takesue,https://medium.com/furuhashilab/古橋ゼミ夏合宿in秩父-fcdd757725c6,fieldwork,fieldwork,まずは三日間、皆さんお疲れ様でした！,5 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2018-07-30,世界中のマッパー達と共に考え、行動する３日間がはじまった。,Taichi Furuhashi,https://medium.com/furuhashilab/世界中のマッパー達と共に考え-行動する３日間がはじまった-e14263be2b93,taichifuruhashi,openstreetmap,昨年、会津若松で開催されたOpenStreetMap（以下OSM）の国際会議「State of the…,4 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2018-07-29,Field Papersというツール,Ayame.O,https://medium.com/furuhashilab/field-papers%E3%81%A8%E3%81%84%E3%81%86%E3%83%84%E3%83%BC%E3%83%AB-d655b79e0360,Openstreetmap,openstreetmap,http://www.fieldpapers.org/,4 min read,xlsx_update
2018-07-21,iD Editorというツール,Ayame.O,https://medium.com/furuhashilab/id-editorというツール-3ceb80c62367,Openstreetmap,openstreetmap,http://ideditor.com/,4 min read,xlsx_update
2018-07-16,ゼミ合宿＠伊豆大島,Ayame.O,https://medium.com/furuhashilab/ゼミ合宿-伊豆大島-88ed09b33fa7,drone,qgis_gis_tools,私が編集した動画っす！,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-07-06,JOSMというツール,Ayame.O,https://medium.com/furuhashilab/josm%E3%81%A8%E3%81%84%E3%81%86%E3%83%84%E3%83%BC%E3%83%AB-4e07cac389af,Openstreetmap,openstreetmap,https://josm.openstreetmap.de/wiki/Ja:Download ←ダウンロードはここから,4 min read,xlsx_update
2018-07-01,OSMの編集ツール、もくじ,Ayame.O,https://medium.com/furuhashilab/osm%E3%81%AE%E7%B7%A8%E9%9B%86%E3%83%84%E3%83%BC%E3%83%AB-%E3%82%82%E3%81%8F%E3%81%98-b47d3410fe4f,Openstreetmap,openstreetmap,OSMの編集ツール、もくじ,3 min read,xlsx_update
2018-06-24,武甲山って知ってる？,Ayame.O,https://medium.com/furuhashilab/武甲山って知ってる-96f16e6d815d,drone,qgis_gis_tools,2018年6月24日、Ayameが撮影。 ©️ CC BY 4.0,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-06-23,Google Earth Engine のススメ,Taichi Furuhashi,https://medium.com/furuhashilab/google-earth-engine-のススメ-171a13ab366,taichifuruhashi,other,衝撃的なGoogle Earthの登場から13年が経った。,5 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2018-06-20,大阪地震クライシスマッピング始動！,Taichi Furuhashi,https://medium.com/furuhashilab/大阪地震クライシスマッピング始動-ca0998cb182,taichifuruhashi,humanitarian_mapping,災害ボランティアセンターが立ち上がったエリアを中心に大阪府北部地震クライシスマッピング活動開始いたしました！ まだ十分でない建物入力を中心にライセンス気にせず自由に印刷・二次利用可能なOpenStreetMapを充実させてまいります。,3 min read,HTML:Furuhashi(mapconcierge)Lab_crisismapping_20260303a.html
2018-06-11,#書評 西村まさゆき著：ふしぎな県境,Taichi Furuhashi,https://medium.com/furuhashilab/書評-西村まさゆき著-ふしぎな県境-2944a25525a4,taichifuruhashi,other,神奈川県町田市。,4 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2018-06-10,人口集中地区(DID)におけるOSMデータ格差,Ayame.O,https://medium.com/furuhashilab/%E4%BA%BA%E5%8F%A3%E5%AF%86%E9%9B%86%E5%9C%B0%E3%81%AB%E3%81%8A%E3%81%91%E3%82%8Bosm%E3%83%87%E3%83%BC%E3%82%BF%E6%A0%BC%E5%B7%AE-3a051e7e77df,Openstreetmap,openstreetmap,OSM Analytics Toolによる建物密度分布 (http://osm-analytics.org/),6 min read,xlsx_update
2018-06-05,“Publish or Die”,Taichi Furuhashi,https://medium.com/furuhashilab/publish-or-die-8adb6fc8ad2b,taichifuruhashi,other,“ 公開(Publish)するか、さもなければ死を。 ”,5 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2018-06-01,東大、渡邉研究室訪問記,Ayame.O,https://medium.com/furuhashilab/%E6%9D%B1%E5%A4%A7-%E6%B8%A1%E9%82%89%E7%A0%94%E7%A9%B6%E5%AE%A4%E8%A8%AA%E5%95%8F%E8%A8%98-3f154802c90c,,lab_overview,東大、渡邉研究室訪問記に関する記事です。,,
2018-05-31,Je soutiens Médecins Sans Frontières,Ayame.O,https://medium.com/furuhashilab/je-soutiens-m%C3%A9decins-sans-fronti%C3%A8res-ea8dcdd72e5a,,other,Je soutiens Médecins Sans Frontièresに関する記事です。,,
2018-05-29,OpenAerialMapのススメ,Taichi Furuhashi,https://medium.com/furuhashilab/openaerialmapのススメ-528bee8d910,taichifuruhashi,qgis_gis_tools,ドローンによる空撮画像を世界中の人々と共有する。 そこから世界が変わっていく。,8 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-05-25,地図インフラ格差,Ayame.O,https://medium.com/furuhashilab/%E5%9C%B0%E5%9B%B3%E3%82%A4%E3%83%B3%E3%83%95%E3%83%A9%E6%A0%BC%E5%B7%AE-3d6c58bb629a,Openstreetmap,openstreetmap,license: CC BY 4.0 Captured Visuals (https://www.flickr.com/photos/tigertabbyface/),3 min read,xlsx_update
2018-05-22,2000年から20年で起きたオープンなジオの話,Taichi Furuhashi,https://medium.com/furuhashilab/2000年から20年で起きたオープンなジオの話-8c71e90f4c7,taichifuruhashi,other,これからの20年先を見通すために、過去20年を振り返ってみよう。,8 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2018-05-20,地図に建物って載ってる？,Ayame.O,https://medium.com/furuhashilab/%E5%9C%B0%E5%9B%B3%E3%81%AB%E5%BB%BA%E7%89%A9%E3%81%A3%E3%81%A6%E8%BC%89%E3%81%A3%E3%81%A6%E3%81%9F%E3%81%A3%E3%81%91-4c78e7bb5fab,Openstreetmap,openstreetmap,license:CC BY 4.0 Abdul Rahman (https://www.flickr.com/photos/abdulrahman-cc/),6 min read,xlsx_update
2018-05-20,グラレコ＠地球惑星連合/幕張メッセ,Kato Yuka,https://medium.com/furuhashilab/グラレコ-幕張メッセ-e4d8bfb1c7ed,graphicrecording,other,今週はTEDxのお話を一回お休みして、脱線し「日本地球惑星科学連合2018年大会」で行なったグラレコについて書きます。,5 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2018-05-12,OpenStreetMapに足りないモノ,Ayame.O,https://medium.com/furuhashilab/openstreetmap%E3%81%AB%E8%B6%B3%E3%82%8A%E3%81%AA%E3%81%84%E3%83%A2%E3%83%8E-e1bf1853e5ce,Openstreetmap,openstreetmap,© OpenStreetMap contributors,3 min read,xlsx_update
2018-05-10,災害弱者を減らすMissingMapsの挑戦,Taichi Furuhashi,https://medium.com/furuhashilab/災害弱者を減らすmissingmapsの挑戦-84c7a07c0ef4,taichifuruhashi,humanitarian_mapping,思えば始まりはいつも突然やってくる。,5 min read,HTML:Furuhashi(mapconcierge)Lab_crisismapping_20260303a.html
2018-05-07,山菜の記録手法考,Taichi Furuhashi,https://medium.com/furuhashilab/山菜の記録手法考-58af6b74d5b3,taichifuruhashi,other,春は山菜が美味い。,5 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2017-12-20,青学グラフィックレコーディング奮闘記,Taichi Furuhashi,https://medium.com/furuhashilab/青学グラフィックレコーディング奮闘記-ccacf8256765,taichifuruhashi,education,グラレコアドベントカレンダーが１日空いていることを教えていただき、青山学院大学で取り組んでいるグラレコ授業の様子についてまとめてみました。,6 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2017-10-26,Furuhashi Lab. was born in 2017,Taichi Furuhashi,https://medium.com/furuhashilab/furuhashi-lab-was-born-in-2017-ad55e9c16f46,crisismapping,lab_overview,青山学院大学 地球社会共生学部 古橋研究室は 2017年に正式にスタートしました。 ここでは研究室が目指す「一億総伊能化」を軸に、現在取り組んでいる活動や研究室の様子などを情報発信してまいります。,1 min read,HTML:Furuhashi(mapconcierge)Lab_crisismapping_20260303a.html
